X,Y,OBJECTID,FOLIO,ID,NAME,ADDRESS,CITY,ZIPCODE,PHONE,CONTACT,CLASS,TOTACRE,TYPE,DEVELOP,MNGTAGCY,LAT,LON,POINT_X,POINT_Y,SOURCEGLOBALID,SOURCECREATIONDATE,SOURCECREATOR,SOURCEEDITDATE,SOURCEEDITOR,CREATEDBY,CREATEDDATE,MODIFIEDBY,MODIFIEDDATE,GlobalID
-8959481.59539999,2931633.3689,458,1678240000740,782450,Loren Roberts Park,545 NW 6th Ave,Florida City,33034,305-247-8221, ,Community/Neighborhood,8,Local,Fully Developed,Florida City,25.45417,-80.4844,826295.345115412,407641.130626157,ABD2BD16-1C96-44D9-8840-8D4874F9EEA2,2021/10/21 15:23:25+00,FloridaCityPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:07+00,PROSM,2024/03/05 07:27:47+00,6b6f0bb5-d430-4fe3-b353-44e63e889bba
-8918818.34169999,2994903.8378,459,1912350020640,123551,Loggia Beach Park,399 Ocean Blvd,Golden Beach,33160,305-932-0744, ,Mini Park,1,Local,Fully Developed,Golden Beach,25.96626,-80.11912,945586.269262746,594403.380132407,07ACD186-BB86-42FD-ACAD-A3C78E5628F8,2021/10/21 15:23:25+00,GoldenBeachPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:03+00,PROSM,2024/03/05 07:27:42+00,ab3cbacf-da81-4600-af8e-86afb505cbee
-8927163.50959999,2985489.104,460,0622300290040,223052,Breezeswept Tot Lot,NE 2nd Ave & NE 125th St,North Miami,33161,305-895-9840, ,Mini Park,1,Local,Fully Developed,North Miami,25.8902,-80.19407,921125.061623577,566598.41474507,A43F7F6A-0571-4DAF-942C-3FFC50109A33,2021/10/21 15:23:25+00,NorthMiamiPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:29+00,PROSM,2024/03/05 07:28:25+00,83ffa3cc-83fe-4b56-b741-5e5a3a2ed41e
-8921742.00549999,2981222.5898,461,0232030000040,321050,Normandy Shores Tennis,2401 Biarritz Dr,Miami Beach,33141,305-673-7730,305-673-7730,Single Purpose Park,1,Local,Fully Developed,Miami Beach,25.85572,-80.14537,937218.786325827,554165.320188738,A9B2BD6A-6E8A-4CB6-8762-C61E6EB956DD,2021/10/21 15:23:25+00,MiamiBeachPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:10+00,PROSM,2024/03/05 07:27:53+00,dbc311e4-7480-4837-9798-3caba8eb4e7e
-8940986.81979999,2983185.9666,462,0420350010320,203550,Wilde Community Center,1701 W 53rd Terr,Hialeah,33012,305-687-2650,William Sanchez,Community/Neighborhood,7.75283848131,Local,Fully Developed,Hialeah,25.87159,-80.31826,880334.295108162,559601.294224903,3596E3E8-1F0F-4BF3-9371-62C71DE77DA9,2021/10/21 15:23:25+00,HialeahPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:06+00,PROSM,2024/03/05 07:27:47+00,ac7e06c5-2c2e-4921-8d93-6c7f31c88b51
-8937215.84869999,2959317.5243,463, ,510606,Red Road Linear Park,SW 56th Ct / SW 93rd St,Pinecrest,33156,305-284-0900, ,Greenway,1,Area-Wide,Undeveloped,Pinecrest,25.67851,-80.28437,891854.361306828,489482.859658904,A9045D41-580B-440F-B438-F1E9FB7EE6CA,2021/10/21 15:23:25+00,PinecrestPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:14+00,PROSM,2024/03/05 07:28:00+00,bf6b65e6-233a-45a8-a177-f575cb90808a
-8940175.91969999,2950461.1785,464,3350350000012,ITD47,Ludovici Park,17641 Old Cutler Rd,Palmetto Bay,33157,305-259-1234,305-234-6383,Community Park,2.88,Local,Fully Developed,Palmetto Bay,25.60679,-80.31096,883232.241740078,463368.574289158,0A4414F4-1DE7-476E-96E9-948A41184ACD,2021/10/21 15:23:25+00,PalmettoBayPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:30+00,PROSM,2024/03/05 07:28:27+00,b1958558-91e6-4647-8d41-69bfe45843c5
-8942912.93319999,2988002.9186,465,3220220031250,202201,ML Tax Dist - Lot 41,15100 Garvock Pl,Miami Lakes,33016,305-698-9308, ,Mini-Park-Tot Lots,0.25411833421,Local,Undeveloped,Miami Lakes,25.91052,-80.33555,874573.202627745,573721.133439243,1596D494-69A5-4CD9-AEB7-74AD4E00D75D,2021/10/21 15:23:25+00,MiamiLakesPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:21+00,PROSM,2024/03/05 07:28:11+00,ee774eb7-e304-4998-bb1d-5e40efc80352
-8940686.00009999,2988184.8477,466,3220230210850,202341,ML Tax Dist.- (p-65),15211 W Loch Isle Dr,Miami Lakes,33014,305-698-9308, ,Mini Park,0,Local,Undeveloped,Miami Lakes,25.91199,-80.31555,881146.272158746,574289.257631071,9FAFFF84-5B17-4E61-B029-B4EEF0A2C161,2021/10/21 15:23:25+00,MiamiLakesPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:13+00,PROSM,2024/03/05 07:27:58+00,a77a64ea-4ffc-4404-bb42-3680468c2c82
-8934623.15009999,2965102.6823,467,0341200250300,412050,William A. Cooper Park,"4920 WASHINGTON DR, CORAL GABLES, 33133",Coral Gables,33133,305-460-5620,Fabian,Neighborhood Park,0.25,Local,Undeveloped,Coral Gables,25.72534,-80.26109,899329.997678176,506554.843673497,3F439143-4EDC-477C-B0F4-E66903AE437C,2021/10/21 15:23:25+00,CoralGablesPark,2024/05/23 17:50:38+00,E327883@miamidade.gov_MDC,PROSM,2024/01/31 10:03:04+00,PROSM,2024/05/29 07:42:50+00,6590a724-460f-42c2-b4c8-440912c53fd8
-8931064.37149999,2973566.772,468,0131341030040, ,Allapattah Mini Park Site,1935 NW 21st Ave,Miami,33125,305-960-3009,,Mini-Park Site,0.410337,Local,Open Space,Miami,25.79381,-80.22912,909809.621984161,531494.486593492,C129194B-C46A-4AB1-AC7F-E96C20A19A18,2021/10/21 15:23:25+00,MiamiPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:05+00,PROSM,2024/03/05 07:27:45+00,733d397d-de9d-4f48-a830-ff265633645a
-8926940.72909999,2970734.5516,469,0101150001090,420650,Fort Dallas Mini Park,64 SE 4th St,Miami,33131,305-960-2946, ,Mini Park,0,Local,Fully Developed,Miami,25.7709,-80.19207,922049.460365329,523240.692077488,AA89FE6C-79FD-407B-8472-B821503521BB,2021/10/21 15:23:25+00,MiamiPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:15+00,PROSM,2024/03/05 07:28:01+00,22a6cb7f-d103-4d32-b578-2c59331edede
-8943380.21529999,2987843.0728,470,3220220070250,202212,ML Tax Dist.- (p-75),14961 Dunbarton Pl,Miami Lakes,33016,305-698-9308, ,Mini Park,0,Local,Undeveloped,Miami Lakes,25.90923,-80.33975,873195.742128078,573244.716084987,C70B0227-0406-4E4A-862C-B72AFD3FD85F,2021/10/21 15:23:25+00,MiamiLakesPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:42+00,PROSM,2024/03/05 07:28:45+00,fbf8082a-daa6-4484-8506-9b2f11323589
-8942100.43619999,2983630.547,471,0420340010730,203450,Bucky Dent Park,"2250 W 60TH ST, HIALEAH, FL, 33016",Hialeah,33016,305-818-2990,Kenneth Soler,Neighborhood Park,19,Local,Fully Developed,Hialeah,25.87519,-80.32825,877033.809983078,560976.309299625,94DF4CCC-87AF-4F2A-9D4B-AB57490A6E2D,2021/10/21 15:23:25+00,HialeahPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:11+00,PROSM,2024/03/05 07:27:55+00,a88d20df-b418-453f-8e60-e49755d4e795
-8939813.07369999,2958906.6872,472,2050020000900,500250,Coral Pine Park,6955 SW 104th St,Pinecrest,33156,305-668-7258,,Community/Neighborhood,10,Local,Fully Developed,Pinecrest,25.67518,-80.3077,884176.430140413,488233.029481404,C85B1A49-9E59-4BEC-8D81-332A07BAFB3D,2021/10/21 15:23:25+00,PinecrestPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:09+00,PROSM,2024/03/05 07:27:51+00,ddba3487-da8b-497f-b9bc-91144104dd25
-8938917.81859999,2954113.5646,473,0350240021500,,James H. Smith Park,"6540 MARLIN DR, CORAL GABLES, 33158",Coral Gables,33158,305-460-5620,Fabio Rodriguez,Mini-Park,0.43,Local,Fully Development,Coral Gables,25.63637,-80.29968,886899.311539811,474139.621942055,CC105C38-7059-49F3-800A-7E98619D13C3,2024/05/06 13:53:01+00,CoralGablesPark,2024/05/13 12:32:21+00,CoralGablesPark,PROSM,2024/05/06 21:26:46+00,PROSM,2024/05/14 15:56:46+00,8ef26324-8308-4c5b-a782-c2bd08df5ac6
-8940557.79089999,2988314.9801,474,3220230210850,202330,ML Tax Dist.- (p-64),15320 Loch Isle Dr,Miami Lakes,33014,305-698-9308, ,Mini Park,0,Local,Undeveloped,Miami Lakes,25.91304,-80.31439,881522.855723161,574673.410734154,05F63A2F-301A-4656-BA40-DEE3905B66D8,2021/10/21 15:23:25+00,MiamiLakesPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:08+00,PROSM,2024/03/05 07:27:50+00,29bebb33-fa44-4cb9-8560-945849a44c43
-8937271.92979999,2982430.4942,475,0431060450010,310650,Milander Park,4700 Palm Ave,Hialeah,33012,305-687-2650,William Sanchez,Neighborhood Park,24,Local,Fully Developed,Hialeah,25.86548,-80.28488,891319.62812433,557440.15812724,2F3045CC-FA9F-48F8-B54A-CD3716F1FF85,2021/10/21 15:23:25+00,HialeahPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:15+00,PROSM,2024/03/05 07:28:02+00,445ddbd9-56df-44f1-abf4-8593c3d0c16d
-8939659.97539999,2987026.8952,476,3220240032780,202405,ML Tax Dist.- (p-06),Lake Saranac Dr/Lake Blue Dr,Miami Lakes,33014,305-698-9308, ,Mini Park,0,Local,Undeveloped,Miami Lakes,25.90263,-80.30633,884193.955039747,570904.333298571,5E93F6E5-4039-451D-8CA9-8B60D5CBEC55,2021/10/21 15:23:25+00,MiamiLakesPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:03+00,PROSM,2024/03/05 07:27:42+00,fe92b306-c51b-4bd5-9573-eca62c9dcf5f
-8933217.95559999,2965384.7121,477,0141210074620,412153,Billy Rolle Mini Park ,3400 Grand Ave,Miami,33133,305-960-2946, ,Mini-Park,0.11379718836,Local,Fully Developed,Miami,25.72762,-80.24846,903581.198089328,507397.89600724,AE3EE25B-75FA-4DED-B642-EA66B1CB7B2D,2021/10/21 15:23:25+00,MiamiPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:13+00,PROSM,2024/03/05 07:27:58+00,becfc295-7c0b-4f4d-9e14-3f844af0c435
-8930897.32259999,2977309.1609,478,0131220523180,312250,Simonoff Park,1850 NW 54th St,Miami,33142,305-960-2946, ,Mini Park,1,Local,Undeveloped,Miami,25.82408,-80.22761,910238.82191316,542497.708353408,BE92B28F-973A-486E-80AA-7D33239BDD03,2021/10/21 15:23:25+00,MiamiPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:10+00,PROSM,2024/03/05 07:27:52+00,1cc00ccd-3de6-4844-82c2-e4b4f49fb54e
-8919481.34199999,2991712.3578,479,3122110640010,221152,Senator Gwen Margolis Park,17815 N Bay Rd,Sunny Isles Beach,33160,305-792-1706,305-792-1706,Community Park,3,Local,Fully Developed,Sunny Isles Beach,25.94049,-80.12507,943691.997460745,585020.389712073,B25D28A4-911F-4585-9049-A432DAC702BB,2021/10/21 15:23:25+00,SunnyIslesBeachPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:43+00,PROSM,2024/03/05 07:28:47+00,d6c039cb-8afb-4a72-aa4b-0f57e12b10a8
-8927395.67659999,2969756.9606,480,0102080501010,411251,Southside Park,140 SW 11th St,Miami,33130,305-960-2988, ,Community/Neighborhood,1.82901136192,Local,Fully Developed,Miami,25.763,-80.19617,920721.986314245,520357.933407322,342B4534-F459-4996-8847-82B5CDFDDA3D,2021/10/21 15:23:25+00,MiamiPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:45+00,PROSM,2024/03/05 07:28:48+00,0cf51040-8724-4632-9889-d49724683b26
-8934807.69959999,2977258.6229,481,0431170000131,311954,Hialeah Drive Park,Hialeah Dr & E 9th Ave,Hialeah,33010,305-687-2650,Kenneth Soler,Mini-Park,1.1493626803,Local,Fully Developed,Hialeah,25.82367,-80.26274,898684.261360914,542282.859373659,A6C30CDE-6E55-40AE-A597-F2D58ACF8407,2021/10/21 15:23:25+00,HialeahPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:44+00,PROSM,2024/03/05 07:28:47+00,6a6b2e78-2655-4492-af8f-6754120fba2a
-8934056.92819999,2965634.4431,482,0341200560170,412052,Pierce Park,"101 OAK AVE, CORAL GABLES, 33133",Coral Gables,33133,305-460-5620,Fabio Rodriguez,Neighborhood Park,0.33,Local,Open Space,Coral Gables,25.72964,-80.256,901120.112487682,508093.926703442,47B82245-819B-4F4A-8C68-B1C8265026F4,2021/10/21 15:23:25+00,CoralGablesPark,2024/05/07 12:27:30+00,CoralGablesPark,PROSM,2024/01/31 10:03:06+00,PROSM,2024/05/08 09:13:33+00,408bf467-ff3a-4574-ba45-9e0fd7f3a058
-8931792.64169999,2965413.5119,483,0141220020010,412252,Dinner Key Auditorium & Marina,3500 Pan American Dr,Miami,33133,305-329-4755, ,Metropolitan Park,22,Area-Wide,Fully Developed,Miami,25.72785,-80.23566,907796.003307994,507506.814424574,1C4DE887-877A-4761-880C-7B0DBCD4CAE8,2021/10/21 15:23:25+00,MiamiPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:37+00,PROSM,2024/03/05 07:28:38+00,70f02d1a-17f9-4935-bfbd-ed155b6c58e1
-8930272.33789999,2971794.9827,484,0141020055730,ITD15,Unnamed Park (NW 16th Ave),1600 NW 7th St,Miami,33125,305-960-2946, ,Mini Park,1.5,Local,Undeveloped,Miami,25.77948,-80.222,912181.500442494,526299.314569153,1ED701FA-63F8-4736-9EE3-5A5B5DF6C7EA,2021/10/21 15:23:25+00,MiamiPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:08+00,PROSM,2024/03/05 07:27:50+00,8840fb64-784d-4717-9d93-abdbfdce6668
-8943245.80379999,2987521.9182,485,3220220101200,202218,ML Tax Dist.- (p-81),8560 Breckness Pl / Ardoch Rd,Miami Lakes,33016,305-698-9308, ,Mini Park,0,Local,Undeveloped,Miami Lakes,25.90663,-80.33854,873597.404382497,572303.510618322,91F8353A-FAB0-451E-BA9E-52FFA3F1F914,2021/10/21 15:23:25+00,MiamiLakesPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:25+00,PROSM,2024/03/05 07:28:18+00,aefea828-f591-426e-88a3-7473dfba536c
-8927985.69179999,2971390.378,486,0101090302010,420354,Lummus Park - City of Miami,360 NW 3rd St,Miami,33128,305-579-6934,ROBERTO GONZALEZ,Community/Neighborhood,6.21111890678,Local,Fully Developed,Miami,25.77621,-80.20146,918948.447538495,525150.162011825,965923BA-07EC-4681-B379-61317BB96E7B,2021/10/21 15:23:25+00,MiamiPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:02+00,PROSM,2024/03/05 07:27:41+00,a06c63a1-aae3-4296-a82e-558fba9beaae
-8953188.24509999,2931180.6449,487,1079220010171,792150,Homestead Sport Complex,1601 SE 28th Ave,Homestead,33035,305-224-4570, ,Single Purpose Park,153,Local,Fully Developed,Homestead,25.4505,-80.42786,844955.215932079,406382.624941073,869C2056-F3DB-4E05-B1F0-733F3404088A,2021/10/21 15:23:25+00,HomesteadPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:40+00,PROSM,2024/03/05 07:28:42+00,77d6a329-eed9-48fc-bb8b-469d604fe810
-8920833.77219999,2984009.5858,488,2122340020430, ,Indian Creek Golf Club,55 Indian Creek Island Rd,Indian Creek Village,33154,305-865-4121,,Community/Neighborhood,182.29622261532,Local,Fully Developed,Indian Creek Village,25.87825,-80.13721,939848.199045997,562371.079695821,FC4C2A46-E1BA-4EE8-8BDF-67F6331831A7,2021/10/21 15:23:25+00,IndianCreekVillagePark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:39+00,PROSM,2024/03/05 07:28:40+00,219252ad-1bee-4ba5-b7c8-7ac4bf74de27
-8919816.93749999,2982244.6642,489,0232020080010,320351,Crespi Park & Playground,Hawthorne Ave & Crespi Blvd,Miami Beach,33141,305-993-2021,305-861-3616,Community/Neighborhood,1,Local,Fully Developed,Miami Beach,25.86398,-80.12808,942886.122103997,557205.740288988,F830731C-F69B-491C-8713-FCEE87E422D6,2021/10/21 15:23:25+00,MiamiBeachPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:32+00,PROSM,2024/03/05 07:28:30+00,47b053bf-e5d6-425e-87bb-96553b22cda4
-8925794.06489999,2978829.9114,490,0132180000030,321853,Legion Memorial Park,6447 NE 7th Ave,Miami,33138,305-795-1826,DONALD KNOWLES,Community/Neighborhood,13,Local,Fully Developed,Miami,25.83637,-80.18177,925291.52671583,547058.214324243,66EEAEF8-1D77-4328-BEE1-8B126A409C8C,2021/10/21 15:23:25+00,MiamiPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:08+00,PROSM,2024/03/05 07:27:49+00,e290ce00-b00e-4207-9a5e-ceb00e1e1138
-8946784.80589999,2986215.0933,491,2720290010300,202950,Westland Gardens Park,13501 NW 107th Ave,Hialeah Gardens,33018,305-558-2331, ,Special Activity Park,18,Area-Wide,Fully Developed,Hialeah Gardens,25.89607,-80.37033,863165.289091911,568413.826140493,54474496-00B5-4B73-A878-B9A73D13B35F,2021/10/21 15:23:25+00,HialeahGardensPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:02+00,PROSM,2024/03/05 07:27:40+00,1c440c0e-fc1f-45e4-b906-f88c07adb67c
-8926849.06799999,2981023.7987,492,1832070490730,320752,Sherwood Forest Indian Mound,NE 86th St & NE 3rd Ave,El Portal,33138,305-795-7880, ,Mini Park,0,Local,Undeveloped,El Portal,25.85411,-80.19125,922134.553042911,553485.697532237,ACF574AF-AA4B-4628-893E-C69B728B1F59,2021/10/21 15:23:25+00,ElPortalPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:38+00,PROSM,2024/03/05 07:28:40+00,759a423f-8be9-44c9-958d-ffb6612cdc4c
-8930209.72709999,2978241.2738,493,0131140351800,311451,African Square Park,1428 NW 62nd St,Miami,33147,305-579-3408,OLINDA ALEXIS,Community/Neighborhood,1,Local,Fully Developed,Miami,25.83162,-80.22144,912254.494719081,545249.101472653,651B4198-836E-4B83-8B9D-8992AD5A244D,2021/10/21 15:23:25+00,MiamiPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:17+00,PROSM,2024/03/05 07:28:04+00,5294107b-4cc1-4ab5-bed8-2b1aa593407e
-8928933.03929999,2976718.9767,494,0131240013810,312353,Miller Dawkins Mini-Park,NW 47th Ter & NW 8th Ave,Miami,33127,305-960-2946, ,Mini-Park,0.84665286,Local,Fully Developed,Miami,25.81931,-80.20997,916053.835217495,540797.585769407,3F8A139D-A4BA-4EE9-A511-B3385E0D13E9,2021/10/21 15:23:25+00,MiamiPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:20+00,PROSM,2024/03/05 07:28:10+00,fd53247d-7560-4e3e-bca9-52022f5c457d
-8923222.53149999,2990538.2422,495,0722090062000,ITD31,Fulford Park,2075 NE 168th St,North Miami Beach,33162,305-948-2957, ,Single Purpose Park,0.9,Local,Fully Developed,North Miami Beach,25.931,-80.15867,932669.368259329,581500.450557739,9F1AD945-CB93-4A23-B813-56991B71C3EE,2021/10/21 15:23:25+00,NorthMiamiBeachPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:43+00,PROSM,2024/03/05 07:28:45+00,9e5cf1be-b6ea-4c93-898f-6255aaa21164
-8934981.45009999,2964816.7717,496,0341200233010,,Maggiore Park,"5028 MAGGIORE ST, CORAL GABLES, 33146",Coral Gables,33146,305-460-5620, Fabio Rodriguez,Neighborhood Park,0.24,Local,Development,Coral Gables,25.72303,-80.26431,898374.811106491,505698.872321893,8D3FA258-B666-4647-8299-8210D75AA318,2021/10/21 15:23:25+00,CoralGablesPark,2024/05/13 12:57:53+00,CoralGablesPark,PROSM,2024/01/31 10:03:20+00,PROSM,2024/05/14 15:56:47+00,26bbf8d7-fef5-4fef-8806-4266213e0234
-8934145.95299999,2965711.9961,497,,,MacFarlane Linear Park,"100 SOUTH DIXIE HWY, CORAL GABLES, 33133",Coral Gables,33133,305-460-5620,Fabio Rodriguez,Neighborhood Park,0.5,Local,Fully Development,Coral Gables,25.73027,-80.2568,900906.594167163,508310.79000897,C9F1F5F0-F42A-4CB8-BAAC-2ED83E5372C4,2021/10/21 15:23:25+00,CoralGablesPark,2024/05/23 17:44:48+00,E327883@miamidade.gov_MDC,PROSM,2024/01/31 10:03:14+00,PROSM,2024/05/29 07:42:53+00,b83cd7ae-4b7c-479d-bf4c-dd8b40a869ff
-8939917.59059999,2986786.9499,498,3220230060740,202311,ML Tax Dist..- (p-26),Crooked Palm Ter/Crooked Palm Ln,Miami Lakes,33014,305-698-9308, ,Mini Park,1,Local,Undeveloped,Miami Lakes,25.90069,-80.30864,883436.91160633,570195.576185904,9631885A-845D-4929-91C2-BD7B4D0D10A7,2021/10/21 15:23:25+00,MiamiLakesPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:43+00,PROSM,2024/03/05 07:28:46+00,6f968168-b5f7-47e4-97cd-9574bd501656
-8920257.27429999,2970783.9813,499,0242030120100,420351,Marjorie Stoneman Douglas Park,3rd St & Ocean Dr,Miami Beach,33139,305-861-3616,305-673-7779,Community/Neighborhood,4,Local,Undeveloped,Miami Beach,25.7713,-80.13203,941807.569799162,523511.680380657,22E34178-4EE6-4CF0-8AF0-84BE338840A8,2021/10/21 15:23:25+00,MiamiBeachPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:40+00,PROSM,2024/03/05 07:28:42+00,3c258a2f-0d4a-46b9-8aa2-ca99fa72493c
-8944382.40949999,2985984.9489,500,0420280010290,202850,Roberto Casas Park/Veterans Park,7900 W 32nd Ave,Hialeah,33018,305-882-0293,William Sanchez,Neighborhood Park,4,Local,Fully Developed,Hialeah,25.89421,-80.34875,870263.459278744,567772.476373322,D6AE7136-0A99-42A4-95FE-17026E7EAA6A,2021/10/21 15:23:25+00,HialeahPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:33+00,PROSM,2024/03/05 07:28:32+00,8976893e-0f3d-41f9-8afb-d23d1643021c
-8942745.26199999,2976899.7273,501,,,Downtown Doral Park,8395 NW 53rd St,Doral,33166,305-593-6600,305-593-6600,Community Park,,Local,Fully Developed,Doral,25.82077,-80.33404,875233.731818497,541102.936208575,B7FD7550-38F2-4C19-9894-4FAE1F05C5B0,2021/10/21 15:23:25+00,DoralPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:24+00,PROSM,2024/03/05 07:28:16+00,bff23de6-fff4-4a2e-8251-941dcdc5b016
-8935453.03039999,2964433.0972,502,0341190042870,427,Orduna Dr-Miller Rd Triangle Park,"5404 ORDUNA DR, CORAL GABLES, 33146",Coral Gables,33146,305-460-5620,Fabio Rodriguez,Neighborhood Park,0.3,Local,Undeveloped,Coral Gables,25.71992,-80.26854,896892.467143064,504697.552026333,D50580ED-616D-484F-A9AF-BFC347556853,2021/10/21 15:23:25+00,CoralGablesPark,2024/05/15 15:24:22+00,CoralGablesPark,PROSM,2024/01/31 10:03:18+00,PROSM,2024/05/29 07:42:49+00,21b8a2f1-6c2c-4dd5-8048-9e805ed4c5e1
-8943796.44929999,2989600.8947,503,3220160022640,201600,Royal Oaks Park,16500 NW 87th Ave,Miami Lakes,33018,305-698-9308,305-698-9308,Community/Neighborhood,22,Local,Fully Developed,Miami Lakes,25.92343,-80.34349,871940.790569745,578400.764827989,1CC9C149-0052-4BD5-85D9-0ADC847F5AA7,2021/10/21 15:23:25+00,MiamiLakesPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:28+00,PROSM,2024/03/05 07:28:22+00,d7f14b6c-812e-43ee-9017-d764193656db
-8939105.20899999,2988210.5653,504,3220240150470,202414,ML Tax Dist.- (p-34A & B),15220 Miami Lakeway E,Miami Lakes,33014,305-698-9308, ,Mini Park,1,Local,Undeveloped,Miami Lakes,25.9122,-80.30135,885813.703440662,574389.407037072,AEBCBC67-9F91-4DF4-8654-F01DF3486BCA,2021/10/21 15:23:25+00,MiamiLakesPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:33+00,PROSM,2024/03/05 07:28:31+00,58eea36a-6723-4398-a6aa-87a75820b02a
-8929989.69859999,2967002.7839,505,0141140120040,411450,Elizabeth Steele Park,3525 E Fairview St,Miami,33133,305-960-2946, ,Mini Park,0,Local,Undeveloped,Miami,25.74071,-80.21946,913100.469076995,512212.405078992,9711980D-084C-43E8-A829-E82390ED677E,2021/10/21 15:23:25+00,MiamiPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:08+00,PROSM,2024/03/05 07:27:50+00,93257469-b6ab-4ef5-bf81-2679b4449c87
-8924185.24549999,2990804.1318,506, ,220854,Edna Moffett Blvd,NE 171 ST & NE 16th Ave,North Miami Beach,33162,305-948-2957, ,Greenway,0.58200269622,Area-Wide,Undeveloped,North Miami Beach,25.93315,-80.16732,929822.055384412,582263.050082408,51E29CDB-02CA-48D1-B0F7-0931620762FC,2021/10/21 15:23:25+00,NorthMiamiBeachPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:32+00,PROSM,2024/03/05 07:28:29+00,b21b733b-3f18-4962-9d75-fb9361993b2d
